"date","location","obs_date","mission","date_diff","secchi","med_Blue_corr","med_Red_corr","med_Green_corr","med_Nir_corr","med_Swir1_corr","med_Swir2_corr","prop_clouds","prop_hillShadow","pCount_dswe1","pCount_dswe3","min_cloud_dist","mean_cloud_dist","system.index","CLOUD_COVER","IMAGE_QUALITY","IMAGE_QUALITY_TIRS","SUN_AZIMUTH","SUN_ELEVATION","tot_sol_rad_KJpm2_3","max_temp_degK_3","min_temp_degK_3","tot_precip_m_3","mean_wind_mps_3","tot_sol_rad_KJpm2_5","max_temp_degK_5","min_temp_degK_5","tot_precip_m_5","mean_wind_mps_5","tot_sol_rad_KJpm2_7","max_temp_degK_7","min_temp_degK_7","tot_precip_m_7","mean_wind_mps_7"
2006-01-25,"E",2006-01-22,"LANDSAT_7",-3,"3.60",0.0261325,0.00886249999999999,0.0225575,0.0082575,0.003665,0.00330749999999999,0,1,21,0,42,48.3809523809524,"2_LE07_018050_20060125",31,9,NA,137.11593103,45.13627994,35571.216,291.845419565837,291.255259831746,0.0220698148011138,0.81640524025997,58217.18,291.845419565837,291.033001581828,0.0279517650603225,0.794292514380968,78320.02,291.845419565837,288.554811477661,0.0289067983625273,0.798625971504926
2006-02-26,"E",2006-02-22,"LANDSAT_7",-4,"3.48",0.0226125,0.0123275,0.03078,0.016755,0.00465499999999999,0.00121749999999998,0,1,25,0,204,212.64,"2_LE07_018050_20060226",4,9,NA,125.35155836,51.90507845,67230.982,293.559407552083,292.257802327474,0.000707733944807387,0.556573951949171,112614.684,293.559407552083,292.257802327474,0.000748171750899473,0.426231857243385,152365.502,293.559407552083,291.375361124674,0.0029844843784872,0.538862727280096
2006-03-14,"E",2006-03-09,"LANDSAT_7",-5,"4.02",0.02187,0.00704749999999998,0.0276725,0.00740499999999999,0.0018225,0.00113499999999999,0,1,25,0,356,363.36,"2_LE07_018050_20060314",30,9,NA,117.4558358,56.12804354,72268.7753125,294.545502344767,294.32679494222,7.19276376770495e-06,0.4469633208329,123756.527375,294.545502344767,293.593912124634,8.05405081649724e-06,0.570455616693415,172832.69675,294.545502344767,291.177207946777,0.000137247118310313,0.574633561312674
2006-03-30,"E",2006-03-25,"LANDSAT_7",-5,"4.58",0.03386,0.02077,0.0378475,0.01571,0.00866999999999998,0.009825,0,1,25,0,87,93.84,"2_LE07_018050_20060330",33,9,NA,107.79660445,60.01673057,59112.14,294.011170069377,291.831037521362,0.00314560532554609,1.07323913166992,92503.442,294.011170069377,290.734568277995,0.00980753820054048,1.10227653954958,122413.04,294.011170069377,290.734568277995,0.0214489945073311,1.06509833405621
2006-09-22,"E",2006-09-19,"LANDSAT_7",-3,"3.60",0.016755,0.00594749999999999,0.0176075,0.00666249999999998,0.0015475,0.00107999999999999,0,1,23,0,289,296.869565217391,"2_LE07_018050_20060922",33,9,NA,117.0824247,60.80893638,62803.3,295.258213043213,294.709631601969,0.0243437212008075,0.246850608511355,105532.044,295.258213043213,294.709631601969,0.0406658899085528,0.292481072930525,145323.508,295.258213043213,294.134234110514,0.0644052278296954,0.265044341578969
2006-10-24,"E",2006-10-21,"LANDSAT_7",-3,"4.40",0.02495,0.00858749999999999,0.02165,0.0126575,0.00690999999999999,0.0052325,0,1,25,0,13,21.04,"2_LE07_018050_20061024",33,9,NA,137.26732056,54.7940545,45473.34,293.99592590332,293.804971694946,0.0200603991744401,0.458949689381929,76308.688,294.958273569743,293.804971694946,0.0299283678817801,0.369971857246148,114538.08,296.207019170125,293.804971694946,0.0363317485141792,0.327194018217341
2018-04-08,"E",2018-04-09,"LANDSAT_8",1,"2.70",0.0256502007448784,0.0263920653646837,0.0430233517917159,0.0430232139297256,0.065952950877816,0.128775059904886,0,1,25,0,110,117.32,"1_LC08_018050_20180408",27.54,9,9,103.20446507,64.10076244,71830.846,297.457559585571,294.870379765828,5.81348853643249e-05,0.295029637725969,115093.406,297.457559585571,294.870379765828,0.000929814071980672,0.428197155625005,161330.68,297.457559585571,293.673027674357,0.00105127641705849,0.430786119708701
2018-04-08,"F",2018-04-09,"LANDSAT_8",1,"2.70",0.0419908674283714,0.0341334851132744,0.0481925253725841,0.0531491033453428,0.0797424219609404,0.154292061332468,0,1,15,0,56,63.3333333333333,"1_LC08_018050_20180408",27.54,9,9,103.20446507,64.10076244,71830.846,297.457559585571,294.870379765828,5.81348853643249e-05,0.295029637725969,115093.406,297.457559585571,294.870379765828,0.000929814071980672,0.428197155625005,161330.68,297.457559585571,293.673027674357,0.00105127641705849,0.430786119708701
2018-04-08,"R",2018-04-09,"LANDSAT_8",1,"2.60",0.0360911262711573,0.0321591171424889,0.0453106712675154,0.0460290340001572,0.0614162947306436,0.112776642590084,0.166666666666667,1,20,0,302,309.25,"1_LC08_018050_20180408",27.54,9,9,103.20446507,64.10076244,71830.846,297.457559585571,294.870379765828,5.81348853643249e-05,0.295029637725969,115093.406,297.457559585571,294.870379765828,0.000929814071980672,0.428197155625005,161330.68,297.457559585571,293.673027674357,0.00105127641705849,0.430786119708701
2018-04-24,"B",2018-04-25,"LANDSAT_8",1,"2.30",0.031356892739528,0.0202407580708368,0.035579106064761,0.0249695268875627,0.0364437834112537,0.071845734571545,0,1,25,0,199,207.12,"1_LC08_018050_20180424",26.15,9,9,90.51007559,66.15407782,69868.188,296.418628056844,296.101357777913,0.00147795975203735,0.708554150914955,109294.332,296.418628056844,294.124380111694,0.00771013000257881,0.846551764043857,153321.58,296.418628056844,293.920780817668,0.00856918492559089,0.801913354204301
2018-04-24,"E",2018-04-25,"LANDSAT_8",1,"2.30",0.00890368665363864,0.0134758580956498,0.0293389926764693,0.0192658789536961,0.0453184720965983,0.0996950178159222,0,1,25,0,174,181.8,"1_LC08_018050_20180424",26.15,9,9,90.51007559,66.15407782,69868.188,296.418628056844,296.101357777913,0.00147795975203735,0.708554150914955,109294.332,296.418628056844,294.124380111694,0.00771013000257881,0.846551764043857,153321.58,296.418628056844,293.920780817668,0.00856918492559089,0.801913354204301
