date,location,mission,est_secchi_stringent,est_secchi_verystringent,est_secchi_highsecchi,est_secchi_stepwise
2013-01-28,I,LANDSAT_7,3.215726375579834,3.6130478382110596,3.245649814605713,4.513516153604177
2013-01-28,J,LANDSAT_7,3.6459758281707764,4.32338809967041,3.510662317276001,4.8947365822798155
2013-01-28,K,LANDSAT_7,4.347697734832764,4.064648628234863,3.620354413986206,4.733522968785666
2013-01-28,L,LANDSAT_7,2.4351303577423096,3.288835287094116,2.949198007583618,3.8386546272143645
2013-01-28,M,LANDSAT_7,2.7189760208129883,3.234415054321289,3.305084705352783,4.330832447747413
2013-01-28,P,LANDSAT_7,2.7189760208129883,3.234415054321289,3.305084705352783,4.324306287070532
2013-01-28,R,LANDSAT_7,3.215726375579834,4.230297565460205,3.245649814605713,4.626751560182666
2013-02-13,A,LANDSAT_7,4.376049518585205,3.960003137588501,4.2826247215271,4.3935414195750155
2013-02-13,B,LANDSAT_7,3.945800542831421,3.5050246715545654,4.2826247215271,4.523711798534039
2013-02-13,C,LANDSAT_7,3.945800542831421,3.578742265701294,4.449484348297119,4.2289689818528355
2013-02-13,D,LANDSAT_7,3.945800542831421,3.5050246715545654,4.2826247215271,4.551058786929115
2013-02-13,E,LANDSAT_7,3.945800542831421,3.5050246715545654,4.2826247215271,4.460067835167527
2013-02-13,F,LANDSAT_7,3.945800542831421,3.578742265701294,4.2826247215271,4.382781514307014
2013-02-13,G,LANDSAT_7,4.442550182342529,3.998199224472046,4.449484348297119,4.2252289850156135
2013-02-13,H,LANDSAT_7,4.1236419677734375,3.983680248260498,4.449484348297119,4.060934151326714
2013-02-13,J,LANDSAT_7,4.005195617675781,3.8717665672302246,4.229598522186279,4.43648175788862
2013-02-13,L,LANDSAT_7,4.481065273284912,3.965632200241089,3.655866861343384,4.646734642945194
2013-02-13,M,LANDSAT_7,4.442550182342529,4.61544942855835,4.7926764488220215,4.691791795142398
2013-02-13,P,LANDSAT_7,4.1236419677734375,3.8892786502838135,4.449484348297119,4.2307530828344735
2013-03-17,A,LANDSAT_7,3.296588897705078,2.6388132572174072,3.517843723297119,3.024493003220325
2013-03-17,B,LANDSAT_7,3.314328193664551,2.63834285736084,3.517843723297119,3.283177417567244
2013-03-17,D,LANDSAT_7,3.062653064727783,2.5426690578460693,3.517843723297119,3.3812501641771497
2013-03-17,F,LANDSAT_7,2.9781901836395264,2.320915699005127,3.0318450927734375,3.33175644270046
2013-03-17,G,LANDSAT_7,2.995929479598999,2.427572011947632,3.517843723297119,2.8483898210999516
2013-03-17,J,LANDSAT_7,2.995929479598999,2.5426690578460693,3.517843723297119,3.2768488948634404
2013-03-17,M,LANDSAT_7,3.3030221462249756,3.1705033779144287,3.256014823913574,2.994048825409166
2013-03-17,R,LANDSAT_7,2.9781901836395264,2.383962392807007,3.517843723297119,2.8325143721229846
2013-04-02,A,LANDSAT_7,2.8461902141571045,3.157622814178467,3.3417844772338867,3.4144425776481837
2013-04-02,B,LANDSAT_7,3.0417978763580322,2.9265952110290527,3.064323902130127,3.2449219875116437
2013-04-02,C,LANDSAT_7,4.144444942474365,3.628787040710449,3.247589111328125,3.6185693101649274
2013-04-02,D,LANDSAT_7,2.8461902141571045,3.0449166297912598,3.247589111328125,3.098410416289611
2013-04-02,E,LANDSAT_7,2.8461902141571045,3.0449166297912598,3.247589111328125,3.330285501809419
2013-04-02,F,LANDSAT_7,3.0417978763580322,2.9265952110290527,3.064323902130127,3.3276253105752813
